Case ID,Age,Breed,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Conventional Treatment,Natural Remedies,Outcome
42686,5,Chihuahua,17,Eye infections,Fungal susceptibility,Beta-blockers,Low-sodium,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Omega-3, Aloe vera gel, Chamomile, Probiotics",Improved
42687,15,Chihuahua,37,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Low-sodium,Active,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Probiotics, Coconut oil",Stable
42688,3,Beagle,38,None,Fungal susceptibility,Heartworm Preventative,Low-sodium,Active,Wet,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Coconut oil, Turmeric, Tea tree oil",Improved
42689,2,German Shepherd,13,Allergy to Penicillin,Dermatitis,Antihistamines,Balanced,Outdoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Turmeric, Coconut oil",Recovered
42690,2,Golden Retriever,40,Allergy to Penicillin,Dermatitis,Beta-blockers,High-protein,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Probiotics, Calendula, Sulphur, Aloe vera gel",Stable
42691,3,German Shepherd,7,Skin allergies,Fungal susceptibility,Insulin,Low-sodium,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Coconut oil, Turmeric, Aloe vera gel",Improved
42692,11,Poodle,22,Eye infections,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Probiotics, Lavender oil, Aloe vera gel, Omega-3",Improved
42693,13,Poodle,22,Allergy to Penicillin,None,Insulin,Grain-free,Active,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Coconut oil, Probiotics, Calendula",Recovered
42694,3,Golden Retriever,34,None,Fungal susceptibility,Antihistamines,Balanced,Indoor,Temperate,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Aloe vera gel, Turmeric, Coconut oil, Calendula",Improved
42695,14,Dachshund,21,Eye infections,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Coconut oil, Probiotics",Stable
42696,15,Golden Retriever,10,Skin allergies,Dermatitis,Heartworm Preventative,Hypoallergenic,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Tea tree oil, Calendula, Probiotics",Recovered
42697,14,Beagle,23,None,None,Insulin,Low-sodium,Indoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Turmeric, Aloe vera gel, Calendula",Improved
42698,2,Chihuahua,32,Allergy to Penicillin,Fungal susceptibility,None,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Lavender oil, Chamomile, Aloe vera gel",Improved
42699,7,German Shepherd,39,None,Dermatitis,Antihistamines,High-protein,Indoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Aloe vera gel, Probiotics, Calendula",Improved
42700,1,Cocker Spaniel,14,Skin allergies,Dermatitis,Beta-blockers,Low-sodium,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Coconut oil, Calendula, Turmeric",Stable
42701,12,Chihuahua,23,Eye infections,Fungal susceptibility,Insulin,High-protein,Active,Temperate,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Probiotics, Turmeric, Coconut oil",Stable
42702,9,Labrador,26,Eye infections,None,Insulin,Balanced,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Aloe vera gel, Probiotics",Stable
42703,13,Beagle,14,Eye infections,Dermatitis,None,Low-sodium,Outdoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Probiotics, Calendula, Sulphur",Improved
42704,1,Bulldog,31,None,Fungal susceptibility,None,Balanced,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Aloe vera gel, Calendula, Coconut oil",Stable
42705,4,Poodle,29,Skin allergies,Dermatitis,Insulin,Grain-free,Indoor,Cold,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Coconut oil, Calendula, Aloe vera gel",Stable
42706,5,Chihuahua,19,Eye infections,Dermatitis,Beta-blockers,Hypoallergenic,Indoor,Cold,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Calendula, Coconut oil, Probiotics",Improved
42707,13,German Shepherd,8,Allergy to Penicillin,Dermatitis,Antihistamines,Low-sodium,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Coconut oil, Aloe vera gel",Recovered
42708,7,Chihuahua,16,Allergy to Penicillin,None,Beta-blockers,Hypoallergenic,Active,Dry,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Chamomile, Lavender oil, Omega-3",Improved
42709,11,Chihuahua,8,Allergy to Penicillin,Fungal susceptibility,None,Hypoallergenic,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Omega-3, Lavender oil, Chamomile",Improved
42710,15,Beagle,21,Eye infections,Fungal susceptibility,Insulin,Balanced,Active,Temperate,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Probiotics, Tea tree oil",Improved
42711,15,Beagle,23,Eye infections,Fungal susceptibility,None,High-protein,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Probiotics, Calendula, Tea tree oil",Recovered
42712,3,German Shepherd,18,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Balanced,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Tea tree oil, Calendula, Probiotics, Coconut oil",Recovered
42713,9,Golden Retriever,24,Eye infections,Fungal susceptibility,Insulin,Grain-free,Outdoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Omega-3, Chamomile, Probiotics, Aloe vera gel",Improved
42714,9,Chihuahua,28,None,Dermatitis,None,Low-sodium,Outdoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Coconut oil, Turmeric, Calendula, Tea tree oil",Recovered
42715,15,Golden Retriever,11,Eye infections,Fungal susceptibility,Insulin,Low-sodium,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Calendula, Aloe vera gel, Coconut oil",Improved
42716,14,Cocker Spaniel,26,Eye infections,None,None,High-protein,Active,Cold,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Coconut oil, Aloe vera gel, Probiotics",Recovered
42717,7,Bulldog,32,None,None,Insulin,Grain-free,Active,Cold,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Tea tree oil, Turmeric",Stable
42718,4,Poodle,37,Skin allergies,Dermatitis,Antihistamines,Hypoallergenic,Active,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Probiotics, Aloe vera gel",Improved
42719,10,Beagle,28,Allergy to Penicillin,Fungal susceptibility,None,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Aloe vera gel, Calendula, Coconut oil, Sulphur",Stable
42720,1,Poodle,10,None,None,Insulin,Grain-free,Indoor,Humid,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Calendula, Probiotics, Aloe vera gel, Coconut oil",Stable
42721,5,Labrador,27,Eye infections,Fungal susceptibility,Heartworm Preventative,Balanced,Active,Humid,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Coconut oil, Turmeric, Calendula",Improved
42722,14,Labrador,7,Eye infections,Dermatitis,Insulin,Grain-free,Outdoor,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Probiotics, Coconut oil, Tea tree oil, Calendula",Improved
42723,2,German Shepherd,21,Eye infections,None,None,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Tea tree oil, Calendula, Probiotics, Coconut oil",Improved
42724,13,Bulldog,33,Eye infections,Dermatitis,Antihistamines,Grain-free,Indoor,Wet,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Sulphur, Probiotics, Coconut oil, Aloe vera gel",Stable
42725,4,Labrador,37,Eye infections,None,Antihistamines,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Calendula, Probiotics, Aloe vera gel, Coconut oil",Improved
42726,12,German Shepherd,8,None,Fungal susceptibility,None,Balanced,Indoor,Cold,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Chamomile, Probiotics, Omega-3",Recovered
42727,8,Chihuahua,22,Skin allergies,None,None,High-protein,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Coconut oil, Calendula",Improved
42728,8,Chihuahua,21,Allergy to Penicillin,Dermatitis,Antihistamines,Grain-free,Active,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Lavender oil, Chamomile",Improved
42729,12,Poodle,36,Skin allergies,None,Heartworm Preventative,Balanced,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Chamomile, Omega-3, Lavender oil",Stable
42730,2,German Shepherd,10,Allergy to Penicillin,Dermatitis,Beta-blockers,Low-sodium,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Calendula, Turmeric, Tea tree oil",Stable
42731,12,Labrador,13,Eye infections,None,Heartworm Preventative,Low-sodium,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Probiotics, Calendula, Aloe vera gel, Sulphur",Improved
42732,2,Bulldog,30,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Low-sodium,Indoor,Temperate,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Calendula, Probiotics, Coconut oil, Sulphur",Recovered
42733,6,Chihuahua,20,Skin allergies,None,Beta-blockers,Balanced,Indoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Aloe vera gel, Calendula, Coconut oil",Stable
42734,9,German Shepherd,14,Eye infections,Fungal susceptibility,Beta-blockers,Grain-free,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Calendula, Aloe vera gel, Coconut oil, Probiotics",Improved
42735,13,Cocker Spaniel,38,Eye infections,Dermatitis,None,High-protein,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Turmeric, Probiotics, Tea tree oil, Coconut oil",Recovered
42736,12,Poodle,25,Allergy to Penicillin,Dermatitis,Antihistamines,Hypoallergenic,Indoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Lavender oil, Omega-3, Aloe vera gel",Recovered
42737,7,German Shepherd,10,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,High-protein,Active,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Sulphur, Calendula, Aloe vera gel, Coconut oil",Recovered
42738,2,Labrador,31,Eye infections,None,None,High-protein,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Probiotics, Coconut oil",Stable
42739,2,Beagle,37,Skin allergies,Dermatitis,Heartworm Preventative,Low-sodium,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Aloe vera gel, Omega-3, Probiotics",Improved
42740,13,Labrador,6,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Hypoallergenic,Active,Cold,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Probiotics, Coconut oil, Turmeric",Improved
42741,7,Bulldog,27,Eye infections,Dermatitis,Insulin,High-protein,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Calendula, Turmeric, Aloe vera gel",Improved
42742,7,Chihuahua,19,None,Fungal susceptibility,Heartworm Preventative,Balanced,Outdoor,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Turmeric, Tea tree oil, Calendula",Recovered
42743,15,German Shepherd,21,None,None,Insulin,Balanced,Active,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Chamomile, Omega-3, Aloe vera gel",Recovered
42744,6,Chihuahua,25,Allergy to Penicillin,Dermatitis,None,Balanced,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Probiotics, Coconut oil, Calendula",Stable
42745,10,Cocker Spaniel,22,None,Fungal susceptibility,Heartworm Preventative,Low-sodium,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Chamomile, Omega-3",Recovered
42746,7,Golden Retriever,33,None,Fungal susceptibility,None,Grain-free,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Calendula, Sulphur, Coconut oil",Improved
42747,6,Poodle,21,Eye infections,Dermatitis,None,Low-sodium,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Turmeric, Coconut oil, Calendula, Aloe vera gel",Improved
42748,11,Golden Retriever,35,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Omega-3, Aloe vera gel, Lavender oil",Recovered
42749,13,Beagle,9,None,Fungal susceptibility,Antihistamines,Hypoallergenic,Indoor,Humid,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Aloe vera gel, Omega-3, Probiotics",Improved
42750,13,Beagle,23,None,None,None,Balanced,Active,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Calendula, Turmeric",Stable
42751,3,Labrador,30,Allergy to Penicillin,Fungal susceptibility,None,Balanced,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Calendula, Tea tree oil, Coconut oil",Stable
42752,11,Labrador,19,Allergy to Penicillin,None,None,Grain-free,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Coconut oil, Sulphur, Probiotics, Aloe vera gel",Stable
42753,13,Dachshund,38,Eye infections,Fungal susceptibility,Antihistamines,Grain-free,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Aloe vera gel, Probiotics, Calendula",Recovered
42754,13,Dachshund,37,Skin allergies,None,Heartworm Preventative,Low-sodium,Active,Dry,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Turmeric, Calendula, Coconut oil",Stable
42755,2,Poodle,32,Skin allergies,Fungal susceptibility,Insulin,Grain-free,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Calendula, Probiotics, Aloe vera gel",Improved
42756,8,Chihuahua,13,Allergy to Penicillin,Dermatitis,Insulin,Low-sodium,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Chamomile, Probiotics",Improved
42757,14,Labrador,37,Skin allergies,Fungal susceptibility,Antihistamines,Grain-free,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Coconut oil, Probiotics, Calendula",Recovered
42758,6,Chihuahua,9,None,Dermatitis,None,Hypoallergenic,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Coconut oil, Calendula, Probiotics, Aloe vera gel",Stable
42759,9,Dachshund,28,None,Dermatitis,Antihistamines,Low-sodium,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Probiotics, Omega-3, Aloe vera gel, Lavender oil",Improved
42760,11,Labrador,35,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,High-protein,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Turmeric, Coconut oil, Probiotics",Recovered
42761,14,Golden Retriever,15,Allergy to Penicillin,Fungal susceptibility,None,High-protein,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Chamomile, Omega-3",Improved
42762,9,Bulldog,7,Eye infections,None,None,Low-sodium,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Probiotics, Sulphur, Coconut oil",Recovered
42763,4,Chihuahua,20,Eye infections,Dermatitis,Heartworm Preventative,Balanced,Indoor,Temperate,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Coconut oil, Probiotics, Calendula",Stable
42764,7,Labrador,22,Skin allergies,Fungal susceptibility,Antihistamines,Low-sodium,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Probiotics, Tea tree oil, Coconut oil",Stable
42765,5,Dachshund,37,Skin allergies,None,Insulin,Low-sodium,Active,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Lavender oil, Aloe vera gel, Omega-3",Improved
42766,11,Poodle,28,Eye infections,Dermatitis,Beta-blockers,Low-sodium,Active,Wet,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Probiotics, Tea tree oil, Coconut oil, Turmeric",Improved
42767,6,Poodle,7,Skin allergies,None,None,High-protein,Active,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Coconut oil, Aloe vera gel, Probiotics",Improved
42768,7,Beagle,25,Skin allergies,Dermatitis,Beta-blockers,Low-sodium,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Probiotics, Calendula, Coconut oil",Stable
42769,9,Chihuahua,29,Eye infections,Fungal susceptibility,Insulin,Balanced,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Probiotics, Coconut oil, Aloe vera gel, Calendula",Improved
42770,1,Beagle,23,Eye infections,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Coconut oil, Calendula",Stable
42771,11,Poodle,31,Allergy to Penicillin,None,Insulin,Grain-free,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Coconut oil, Aloe vera gel, Probiotics",Recovered
42772,7,Chihuahua,12,Allergy to Penicillin,Dermatitis,Beta-blockers,Low-sodium,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Turmeric, Calendula, Probiotics",Improved
42773,12,Chihuahua,18,None,Dermatitis,Beta-blockers,Low-sodium,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Aloe vera gel, Sulphur, Calendula",Stable
42774,1,Dachshund,16,Allergy to Penicillin,Dermatitis,Antihistamines,Hypoallergenic,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Omega-3, Chamomile",Improved
42775,8,Labrador,38,Eye infections,Dermatitis,Beta-blockers,Grain-free,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Probiotics, Sulphur, Coconut oil",Recovered
42776,7,Bulldog,29,Eye infections,Dermatitis,Antihistamines,Low-sodium,Outdoor,Humid,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Aloe vera gel, Probiotics",Recovered
42777,14,Labrador,16,Allergy to Penicillin,Dermatitis,Beta-blockers,Grain-free,Active,Humid,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Probiotics, Calendula, Sulphur",Stable
42778,11,Golden Retriever,11,None,Dermatitis,None,Balanced,Active,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Turmeric, Calendula, Probiotics, Coconut oil",Recovered
