Case ID,Breed,Age,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Severity Score,Symptom Count,Previous Treatment,Previous Treatment Response,Treatments Tried Count,Drug Allergies,Drug Interaction Risk,Cost Category,Availability Status,Conventional Treatment,Natural Remedies,Outcome
44917,Boxer,6.5,20.5,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,93,9,Fluconazole,Success,2,,High,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44918,Poodle,10.1,15.1,,,Beta-blockers,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,46,7,,,0,,High,Expensive,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44919,Poodle,14.2,16.8,Skin allergies,Dermatitis,Heartworm Preventative,Grain-free,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,36,6,Itraconazole,Adverse Reaction,3,,Medium,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44920,Shih Tzu,3.6,48.7,Allergy to Penicillin,,Heartworm Preventative,Low-sodium,Active,Cold,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,59,7,Fluconazole,Adverse Reaction,2,,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44921,Shih Tzu,3.8,27.8,,Dermatitis,Antihistamines,Balanced,Indoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,75,5,Ketoconazole,Adverse Reaction,2,,Medium,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44922,Siberian Husky,5.3,5.7,Skin allergies,,Insulin,Low-sodium,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Mild,64,8,,,0,,Medium,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44923,Cocker Spaniel,14.3,20.0,Eye infections,Dermatitis,Antihistamines,Grain-free,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,95,6,Ketoconazole,Partial,3,,High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44924,Chihuahua,9.8,43.4,,Fungal susceptibility,,Low-sodium,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,89,2,Fluconazole,Failure,1,,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44925,Dachshund,8.5,36.2,Skin allergies,,Beta-blockers,Low-sodium,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,13,4,Fluconazole,Adverse Reaction,2,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44926,Labrador,11.9,20.3,Skin allergies,Dermatitis,Beta-blockers,Grain-free,Indoor,Cold,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,21,4,,,0,,Medium,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44927,Bulldog,9.6,11.9,,,Antihistamines,Hypoallergenic,Active,Dry,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,82,4,,,0,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44928,Siberian Husky,1.3,49.4,,Dermatitis,Beta-blockers,Low-sodium,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,21,3,,,0,"Penicillin, Cephalexin",Low,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44929,Cocker Spaniel,1.8,22.6,,Fungal susceptibility,,High-protein,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,77,5,Amoxicillin,Adverse Reaction,2,,Low,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44930,German Shepherd,1.5,46.3,Allergy to Penicillin,,Heartworm Preventative,High-protein,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,49,3,,,0,,Low,Expensive,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44931,Chihuahua,2.1,39.8,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Hypoallergenic,Outdoor,Tropical,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,37,10,Ketoconazole,Success,3,,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44932,Cocker Spaniel,10.9,4.2,,Dermatitis,Antihistamines,Grain-free,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,95,6,Amoxicillin,Success,2,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44933,Poodle,11.0,48.5,Eye infections,Fungal susceptibility,Insulin,High-protein,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,18,4,Fluconazole,Failure,1,Penicillin,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44934,Cocker Spaniel,8.1,15.9,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Low-sodium,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,58,4,Itraconazole,Success,2,Penicillin,Medium,Expensive,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
44935,Labrador,8.4,7.8,Allergy to Penicillin,,Beta-blockers,Hypoallergenic,Active,Tropical,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,47,9,,,0,,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44936,Poodle,14.4,19.5,Skin allergies,Fungal susceptibility,Heartworm Preventative,Low-sodium,Indoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,75,3,Fluconazole,Success,3,,Low,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44937,Border Collie,7.1,21.3,Allergy to Penicillin,Fungal susceptibility,,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,92,4,,,0,,Medium,Expensive,In Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Stable
44938,Shih Tzu,0.9,3.6,Skin allergies,Dermatitis,,Low-sodium,Active,Wet,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,95,3,Itraconazole,Partial,1,"Penicillin, Cephalexin",Low,Moderate,Backorder,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Stable
44939,Poodle,8.7,26.1,Allergy to Penicillin,,Beta-blockers,Hypoallergenic,Active,Wet,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,49,9,Itraconazole,Partial,1,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44940,Labrador,14.8,14.6,Allergy to Penicillin,,Antihistamines,Low-sodium,Outdoor,Tropical,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,51,3,Amoxicillin,Partial,2,,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44941,Labrador,5.8,49.4,,,Beta-blockers,Hypoallergenic,Indoor,Wet,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,18,3,,,0,,High,Expensive,Backorder,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44942,Beagle,1.2,32.8,Skin allergies,Dermatitis,Beta-blockers,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,29,1,Ketoconazole,Failure,3,,Low,Affordable,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44943,Border Collie,2.0,47.4,,Fungal susceptibility,Insulin,Low-sodium,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,41,8,,,0,,Medium,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44944,Beagle,4.7,41.1,Skin allergies,Dermatitis,Antihistamines,Grain-free,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,86,6,Ketoconazole,Partial,1,Ketoconazole,Medium,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44945,Rottweiler,13.7,42.7,Skin allergies,Dermatitis,,Low-sodium,Active,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,97,1,Ketoconazole,Success,3,"Penicillin, Cephalexin",High,Moderate,Out of Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Recovered
44946,Yorkshire Terrier,8.6,48.7,Eye infections,Fungal susceptibility,Antihistamines,Grain-free,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,93,7,Fluconazole,Adverse Reaction,3,Penicillin,High,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44947,Shih Tzu,10.3,39.7,,Dermatitis,,Balanced,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,16,1,,,0,,Medium,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44948,Yorkshire Terrier,4.0,22.1,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Grain-free,Outdoor,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Mild,61,1,Amoxicillin,Failure,1,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44949,Yorkshire Terrier,9.2,9.0,Skin allergies,Dermatitis,,Low-sodium,Active,Humid,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,89,2,,,0,Penicillin,High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44950,Shih Tzu,14.5,7.3,,,Heartworm Preventative,Grain-free,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,37,8,Fluconazole,Partial,3,,Medium,Affordable,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44951,Cocker Spaniel,11.1,4.8,Allergy to Penicillin,Dermatitis,Antihistamines,Hypoallergenic,Indoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Mild,65,1,,,0,,Low,Expensive,Limited,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
44952,Border Collie,2.0,31.9,Allergy to Penicillin,,Antihistamines,High-protein,Outdoor,Tropical,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,51,5,Ketoconazole,Adverse Reaction,2,"Penicillin, Cephalexin",High,Affordable,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
44953,Siberian Husky,7.1,2.2,,Dermatitis,Beta-blockers,High-protein,Indoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,49,6,,,0,,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
44954,German Shepherd,6.2,14.0,Eye infections,Fungal susceptibility,Heartworm Preventative,High-protein,Active,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,12,3,,,0,,Medium,Moderate,Backorder,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Stable
44955,Labrador,13.1,36.0,Eye infections,,Insulin,Low-sodium,Active,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,89,8,Amoxicillin,Success,3,"Penicillin, Cephalexin",Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44956,Bulldog,11.2,47.6,,Fungal susceptibility,Beta-blockers,Balanced,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,96,3,Amoxicillin,Success,3,,Medium,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44957,German Shepherd,10.8,9.7,,,Heartworm Preventative,Balanced,Active,Humid,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,90,9,,,0,Cephalexin,Medium,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44958,Bulldog,14.1,7.4,Eye infections,Fungal susceptibility,Insulin,High-protein,Active,Humid,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,55,5,Amoxicillin,Success,2,Ketoconazole,Medium,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44959,Cocker Spaniel,3.3,15.7,,,Insulin,Balanced,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,98,1,Amoxicillin,Success,3,,Medium,Expensive,Out of Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
44960,German Shepherd,3.0,2.9,,,Beta-blockers,High-protein,Active,Tropical,Up-to-date,Neutered,Multi-pet,Staph Infection,Moderate,27,2,Fluconazole,Adverse Reaction,2,,Medium,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44961,Golden Retriever,7.2,35.0,Skin allergies,Fungal susceptibility,Beta-blockers,Low-sodium,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,29,2,Fluconazole,Partial,3,Ketoconazole,High,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44962,Shih Tzu,6.6,13.3,Eye infections,Fungal susceptibility,Heartworm Preventative,Low-sodium,Indoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,66,9,,,0,,Low,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44963,Cocker Spaniel,13.3,20.6,,Dermatitis,Antihistamines,Grain-free,Active,Wet,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,73,2,,,0,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44964,Chihuahua,12.7,10.6,Eye infections,,Antihistamines,Balanced,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,52,10,Fluconazole,Partial,2,Cephalexin,Medium,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44965,Border Collie,5.3,40.6,Skin allergies,Dermatitis,Beta-blockers,Balanced,Outdoor,Tropical,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,36,8,,,0,,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44966,German Shepherd,0.9,46.2,,Fungal susceptibility,Insulin,Balanced,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Moderate,71,8,,,0,"Penicillin, Ketoconazole",Low,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44967,Bulldog,6.3,48.9,Skin allergies,,Insulin,Hypoallergenic,Active,Cold,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,96,8,,,0,Penicillin,High,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44968,Cocker Spaniel,10.7,47.6,,Fungal susceptibility,,Low-sodium,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,39,4,,,0,,Medium,Affordable,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
44969,Boxer,1.5,36.7,Eye infections,Fungal susceptibility,Insulin,Grain-free,Indoor,Tropical,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,10,8,Amoxicillin,Failure,1,,Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44970,Cocker Spaniel,13.2,49.4,Allergy to Penicillin,,Antihistamines,High-protein,Outdoor,Cold,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,73,9,Ketoconazole,Failure,3,"Penicillin, Cephalexin",Low,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44971,Boxer,1.0,6.0,Allergy to Penicillin,,Insulin,Balanced,Outdoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,19,1,,,0,,Low,Moderate,Backorder,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44972,Chihuahua,11.1,3.9,Skin allergies,Dermatitis,,Balanced,Active,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,30,6,Amoxicillin,Failure,1,,Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44973,Golden Retriever,0.7,28.2,,,,High-protein,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,64,3,Ketoconazole,Partial,3,,Low,Moderate,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
44974,Yorkshire Terrier,8.2,31.4,Eye infections,Dermatitis,Insulin,Low-sodium,Active,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,66,4,Amoxicillin,Failure,3,Penicillin,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44975,Yorkshire Terrier,0.7,26.2,Eye infections,Dermatitis,Insulin,Balanced,Active,Humid,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,22,10,,,0,Cephalexin,Medium,Expensive,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
44976,Chihuahua,4.7,38.3,,,Insulin,Balanced,Active,Humid,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,86,3,Cephalexin,Adverse Reaction,3,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44977,Rottweiler,5.5,19.1,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,High-protein,Indoor,Temperate,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,64,5,,,0,"Penicillin, Ketoconazole",High,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44978,Labrador,10.0,33.7,Eye infections,,,High-protein,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,88,4,,,0,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44979,Golden Retriever,1.3,32.0,Skin allergies,,Beta-blockers,Low-sodium,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,10,3,Amoxicillin,Partial,3,Ketoconazole,Low,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
44980,Beagle,10.0,24.0,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,21,9,,,0,,Low,Moderate,Backorder,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Stable
44981,Yorkshire Terrier,12.5,2.4,Allergy to Penicillin,Dermatitis,,High-protein,Outdoor,Tropical,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Moderate,45,4,Amoxicillin,Partial,2,,Medium,Affordable,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
44982,Siberian Husky,14.5,20.0,,,,Grain-free,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,67,2,Itraconazole,Adverse Reaction,1,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
44983,Poodle,9.1,3.6,Eye infections,Fungal susceptibility,Beta-blockers,Hypoallergenic,Active,Dry,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,82,7,Amoxicillin,Partial,3,,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44984,Labrador,10.8,28.1,Eye infections,,Insulin,High-protein,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,91,4,,,0,Penicillin,Low,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44985,Yorkshire Terrier,14.4,22.3,,,Beta-blockers,Balanced,Outdoor,Tropical,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,32,4,,,0,,High,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44986,Chihuahua,11.0,5.6,Allergy to Penicillin,Dermatitis,,High-protein,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,36,10,Amoxicillin,Adverse Reaction,2,,Medium,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
44987,Rottweiler,1.4,47.6,Eye infections,Fungal susceptibility,Heartworm Preventative,Balanced,Active,Dry,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,94,3,Amoxicillin,Partial,1,,Medium,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
44988,Boxer,4.2,45.8,Skin allergies,Dermatitis,,Hypoallergenic,Outdoor,Dry,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,88,6,,,0,,Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44989,Dachshund,1.8,32.6,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,69,10,,,0,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
44990,Siberian Husky,8.5,48.4,Eye infections,Dermatitis,Beta-blockers,Low-sodium,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,86,2,Ketoconazole,Failure,1,,Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
44991,Bulldog,6.4,4.3,Eye infections,Dermatitis,Insulin,Hypoallergenic,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,11,3,Amoxicillin,Adverse Reaction,2,Ketoconazole,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44992,Chihuahua,7.4,41.6,,,Beta-blockers,Low-sodium,Active,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Moderate,100,7,,,0,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
44993,Yorkshire Terrier,1.3,3.7,Skin allergies,,Insulin,Hypoallergenic,Indoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,33,10,,,0,,High,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
44994,Boxer,12.4,41.6,Skin allergies,Fungal susceptibility,,Hypoallergenic,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,78,10,,,0,,Medium,Affordable,Out of Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
44995,Labrador,3.4,33.6,Eye infections,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Tropical,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,20,9,,,0,Cephalexin,Low,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
